name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Andrew Bryan Fisher,Associate Professor,1,Carleton College,2002,http://ppfp.ucop.edu/info/,44.58,-93.02,115,56:02.8,11:51.9,1/1/1967 0:00,-93.02,44.58,"{""type"":""Point"",""coordinates"":[-93.02,44.58]}"
Jane Rhodes,Professor,1,Macalester College,1994,http://ppfp.ucop.edu/info/,44.95,-93.13,116,56:02.8,11:51.9,1/1/1967 0:00,-93.13,44.95,"{""type"":""Point"",""coordinates"":[-93.13,44.95]}"
Daniel Romero, Professor,1,University of Minnesota,1987,http://ppfp.ucop.edu/info/,44.98,-93.22,117,56:02.8,11:51.9,1/1/1967 0:00,-93.22,44.98,"{""type"":""Point"",""coordinates"":[-93.22,44.98]}"
Maria Bianet Castellanos,Associate Professor,1,University of Minnesota,2003,http://ppfp.ucop.edu/info/,44.98,-93.22,118,56:02.8,11:51.9,1/1/1967 0:00,-93.22,44.98,"{""type"":""Point"",""coordinates"":[-93.22,44.98]}"
Daniel P. Romero,Associate Professor,1,University of Minnesota,1988,http://ppfp.ucop.edu/info/,44.98,-93.22,119,56:02.8,11:51.9,1/1/1967 0:00,-93.22,44.98,"{""type"":""Point"",""coordinates"":[-93.22,44.98]}"
Mary Cloninger,Assistant Professor,1,Montana State University,1997,http://ppfp.ucop.edu/info/,45.66,-111.05,120,56:02.8,11:51.9,1/1/1967 0:00,-111.05,45.66,"{""type"":""Point"",""coordinates"":[-111.05,45.66]}"
Jelani Kamau Mahiri,Visiting Assistant Professor,1,"Montana State University, Bozemen",2007,http://ppfp.ucop.edu/info/,45.66,-111.05,121,56:02.8,11:51.9,1/1/1967 0:00,-111.05,45.66,"{""type"":""Point"",""coordinates"":[-111.05,45.66]}"
Constance Ramos,Partner,1,Winston & Strawn LLP,1991,http://ppfp.ucop.edu/info/,41.89,-87.61,122,56:02.8,11:51.9,1/1/1967 0:00,-87.61,41.89,"{""type"":""Point"",""coordinates"":[-87.61,41.89]}"
Crystal Shannon-Morla,Assistant Professor,1,Illinois School of Professional Psychology,1992,http://ppfp.ucop.edu/info/,41.89,-87.62,123,56:02.8,11:51.9,1/1/1967 0:00,-87.62,41.89,"{""type"":""Point"",""coordinates"":[-87.62,41.89]}"
Grace Wolf-Chase,Associate Professor,1,University of Chicago,1996,http://ppfp.ucop.edu/info/,41.89,-87.56,124,56:02.8,11:51.9,1/1/1967 0:00,-87.56,41.89,"{""type"":""Point"",""coordinates"":[-87.56,41.89]}"
Ka Yee Christina Lee,Professor,1,University of Chicago,1995,http://ppfp.ucop.edu/info/,41.89,-87.56,125,56:02.8,11:51.9,1/1/1967 0:00,-87.56,41.89,"{""type"":""Point"",""coordinates"":[-87.56,41.89]}"
Peggy Mason,Professor,1,University of Chicago,1988,http://ppfp.ucop.edu/info/,41.89,-87.56,126,56:02.8,11:51.9,1/1/1967 0:00,-87.56,41.89,"{""type"":""Point"",""coordinates"":[-87.56,41.89]}"
Julie Yuan Yu Chu,Assistant Professor,1,University of Chicago,2004,http://ppfp.ucop.edu/info/,41.89,-87.56,127,56:02.8,11:51.9,1/1/1967 0:00,-87.56,41.89,"{""type"":""Point"",""coordinates"":[-87.56,41.89]}"
Kevin Mumford,Professor,1,University of Illinois,1992,http://ppfp.ucop.edu/info/,40.14,-88.19,128,56:02.8,11:51.9,1/1/1967 0:00,-88.19,40.14,"{""type"":""Point"",""coordinates"":[-88.19,40.14]}"
Julie Anne Dowling,Associate Professor,1,University of Illinois - Urbana Champaign,2004,http://ppfp.ucop.edu/info/,40.15,-88.23,129,56:02.8,11:51.9,1/1/1967 0:00,-88.23,40.15,"{""type"":""Point"",""coordinates"":[-88.23,40.15]}"
Rema Reynolds,Assistant Professor,1,University of Illinois - Urbana Champaign,2009,http://ppfp.ucop.edu/info/,40.15,-88.23,130,56:02.8,11:51.9,1/1/1967 0:00,-88.23,40.15,"{""type"":""Point"",""coordinates"":[-88.23,40.15]}"
Long Thanh Bui,Chancellor's Postdoctoral Fellow,1,"University of Illinois, Champaign-Urbana",2011,http://ppfp.ucop.edu/info/,40.15,-88.23,131,56:02.8,11:51.9,1/1/1967 0:00,-88.23,40.15,"{""type"":""Point"",""coordinates"":[-88.23,40.15]}"
Shirley T. Bissen,Patent Agent,1,Polsinelli Shughart,1987,http://ppfp.ucop.edu/info/,38.66,-90.18,132,56:02.8,11:51.9,1/1/1967 0:00,-90.18,38.66,"{""type"":""Point"",""coordinates"":[-90.18,38.66]}"
Lorraine J. Martinez,Psychologist and Canine Behavior Specialist,1,"Humane Society of Missouri, Saint Louis",2000,http://ppfp.ucop.edu/info/,38.65,-90.23,133,56:02.8,11:51.9,1/1/1967 0:00,-90.23,38.65,"{""type"":""Point"",""coordinates"":[-90.23,38.65]}"
Jong Bum Kwon,Assistant Professor,1,Webster University,2005,http://ppfp.ucop.edu/info/,38.62,-90.31,134,56:02.8,11:51.9,1/1/1967 0:00,-90.31,38.62,"{""type"":""Point"",""coordinates"":[-90.31,38.62]}"
Amanda L. Lewis,Assistant Professor,1,"Washington University, St. Louis",2007,http://ppfp.ucop.edu/info/,38.69,-90.29,135,56:02.8,11:51.9,1/1/1967 0:00,-90.29,38.69,"{""type"":""Point"",""coordinates"":[-90.29,38.69]}"
Theotis Clark Jr.,Assistant Professor,1,Truman State University,1998,http://ppfp.ucop.edu/info/,40.32,-92.41,136,56:02.8,11:51.9,1/1/1967 0:00,-92.41,40.32,"{""type"":""Point"",""coordinates"":[-92.41,40.32]}"
Alice Bean,Professor,1,University of Kansas,1987,http://ppfp.ucop.edu/info/,38.97,-95.24,137,56:02.8,11:51.9,1/1/1967 0:00,-95.24,38.97,"{""type"":""Point"",""coordinates"":[-95.24,38.97]}"
Robert Westley,Professor,1,Tulane University,1993,http://ppfp.ucop.edu/info/,29.98,-90.11,138,56:02.8,11:51.9,1/1/1967 0:00,-90.11,29.98,"{""type"":""Point"",""coordinates"":[-90.11,29.98]}"
Corinne Lee Richards-Zawacki,Assistant Professor,1,Tulane University,2007,http://ppfp.ucop.edu/info/,29.98,-90.11,139,56:02.8,11:51.9,1/1/1967 0:00,-90.11,29.98,"{""type"":""Point"",""coordinates"":[-90.11,29.98]}"
Walter Pitts,Assistant Professor,1,University of Louisiana,1986,http://ppfp.ucop.edu/info/,30.22,-92.02,140,56:02.8,11:51.9,1/1/1967 0:00,-92.02,30.22,"{""type"":""Point"",""coordinates"":[-92.02,30.22]}"
Monique Guillory,Vice President for Academic and Student Affairs,1,The Southern University System,1997,http://ppfp.ucop.edu/info/,30.52,-91.2,141,56:02.8,11:51.9,1/1/1967 0:00,-91.2,30.52,"{""type"":""Point"",""coordinates"":[-91.2,30.52]}"
Roberto Vega,Associate Professor & Director Graduate Admissions,1,Southern Methodist University,1988,http://ppfp.ucop.edu/info/,32.84,-96.78,142,56:02.8,11:51.9,1/1/1967 0:00,-96.78,32.84,"{""type"":""Point"",""coordinates"":[-96.78,32.84]}"
Adrian Lenardic,Professor,1,Rice University,1997,http://ppfp.ucop.edu/info/,29.73,-95.39,143,56:02.8,11:51.9,1/1/1967 0:00,-95.39,29.73,"{""type"":""Point"",""coordinates"":[-95.39,29.73]}"
Roberto M. Aguilar,Clinical Lab Supervisor,1,Houston Metro Urology,2007,http://ppfp.ucop.edu/info/,29.76,-95.43,144,56:02.8,11:51.9,1/1/1967 0:00,-95.43,29.76,"{""type"":""Point"",""coordinates"":[-95.43,29.76]}"
Antonia Castaneda,Assistant Professor,1,St. Mary's University,1990,http://ppfp.ucop.edu/info/,29.49,-98.54,145,56:02.8,11:51.9,1/1/1967 0:00,-98.54,29.49,"{""type"":""Point"",""coordinates"":[-98.54,29.49]}"
Luis Haro, Professor,1,University of Texas at San Antonio,1985,http://ppfp.ucop.edu/info/,29.6,-98.55,146,56:02.8,11:51.9,1/1/1967 0:00,-98.55,29.6,"{""type"":""Point"",""coordinates"":[-98.55,29.6]}"
Lucila del Carmen Ek,Associate Professor,1,"University of Texas, San Antonio",2002,http://ppfp.ucop.edu/info/,29.6,-98.55,147,56:02.8,11:51.9,1/1/1967 0:00,-98.55,29.6,"{""type"":""Point"",""coordinates"":[-98.55,29.6]}"
Ann-Marie Nunez,Assistant Professor,1,"University of Texas, San Antonio",2005,http://ppfp.ucop.edu/info/,29.6,-98.55,148,56:02.8,11:51.9,1/1/1967 0:00,-98.55,29.6,"{""type"":""Point"",""coordinates"":[-98.55,29.6]}"
Aaron Velasco,Professor,1,University of Texas at El Paso,1992,http://ppfp.ucop.edu/info/,31.77,-106.5,149,56:02.8,11:51.9,1/1/1967 0:00,-106.5,31.77,"{""type"":""Point"",""coordinates"":[-106.5,31.77]}"
Renato Aguilera,Professor,1,"University of Texas, El Paso",1987,http://ppfp.ucop.edu/info/,31.77,-106.5,150,56:02.8,11:51.9,1/1/1967 0:00,-106.5,31.77,"{""type"":""Point"",""coordinates"":[-106.5,31.77]}"
Ernesto Chavez,Associate Professor,1,"University of Texas, El Paso",1993,http://ppfp.ucop.edu/info/,31.77,-106.5,151,56:02.8,11:51.9,1/1/1967 0:00,-106.5,31.77,"{""type"":""Point"",""coordinates"":[-106.5,31.77]}"
Michelle Armstrong-Partida,Assistant Professor,1,"University of Texas, El Paso",2008,http://ppfp.ucop.edu/info/,31.77,-106.5,152,56:02.8,11:51.9,1/1/1967 0:00,-106.5,31.77,"{""type"":""Point"",""coordinates"":[-106.5,31.77]}"
Wilson R. Hago,Director of Biochar Research,1,Cool Planet Energy Systems,1993,http://ppfp.ucop.edu/info/,39.65,-104.82,153,56:02.8,11:51.9,1/1/1967 0:00,-104.82,39.65,"{""type"":""Point"",""coordinates"":[-104.82,39.65]}"
Sharon Vadas,Senior Research Associate,1,NorthWest Research Associates,1993,http://ppfp.ucop.edu/info/,40.09,-105.1,154,56:02.8,11:51.9,1/1/1967 0:00,-105.1,40.09,"{""type"":""Point"",""coordinates"":[-105.1,40.09]}"
Stephen Mojzsis,Associate Professor,1,University of Colorado at Boulder,1997,http://ppfp.ucop.edu/info/,40.01,-105.29,155,56:02.8,11:51.9,1/1/1967 0:00,-105.29,40.01,"{""type"":""Point"",""coordinates"":[-105.29,40.01]}"
Margaret Murnane,Professor,1,University of Colorado at Boulder,1989,http://ppfp.ucop.edu/info/,40.01,-105.29,156,56:02.8,11:51.9,1/1/1967 0:00,-105.29,40.01,"{""type"":""Point"",""coordinates"":[-105.29,40.01]}"
Joseph Ortega,Associate Professor,1, Fort Lewis College,1988,http://ppfp.ucop.edu/info/,37.85,-107.62,157,56:02.8,11:51.9,1/1/1967 0:00,-107.62,37.85,"{""type"":""Point"",""coordinates"":[-107.62,37.85]}"
Nilsa Bosque-Perez,Associate Professor,1,University of Idaho,1987,http://ppfp.ucop.edu/info/,46.73,-117.01,158,56:02.8,11:51.9,1/1/1967 0:00,-117.01,46.73,"{""type"":""Point"",""coordinates"":[-117.01,46.73]}"
Gema Rosa Guevara,Assistant Professor,1,University of Utah,1999,http://ppfp.ucop.edu/info/,40.77,-111.83,159,56:02.8,11:51.9,1/1/1967 0:00,-111.83,40.77,"{""type"":""Point"",""coordinates"":[-111.83,40.77]}"
Delores Delgado-Bernal,Associate Professor,1,University of Utah,1997,http://ppfp.ucop.edu/info/,40.77,-111.83,160,56:02.8,11:51.9,1/1/1967 0:00,-111.83,40.77,"{""type"":""Point"",""coordinates"":[-111.83,40.77]}"
Francesca Rebollo Sborgi,Associate Professor,1,BYU,1990,http://ppfp.ucop.edu/info/,40.25,-111.65,161,56:02.8,11:51.9,1/1/1967 0:00,-111.65,40.25,"{""type"":""Point"",""coordinates"":[-111.65,40.25]}"
Mary Romero,Professor,1,Arizona State University,1987,http://ppfp.ucop.edu/info/,33.42,-111.93,162,56:02.8,11:51.9,1/1/1967 0:00,-111.93,33.42,"{""type"":""Point"",""coordinates"":[-111.93,33.42]}"
Rebecca Tsosie,Professor/Exec. Director of Indian Legal Program,1,Arizona State University,1992,http://ppfp.ucop.edu/info/,33.42,-111.93,163,56:02.8,11:51.9,1/1/1967 0:00,-111.93,33.42,"{""type"":""Point"",""coordinates"":[-111.93,33.42]}"
Joseph L. Graves,Professor,1,Arizona State University,1988,http://ppfp.ucop.edu/info/,33.42,-111.93,164,56:02.8,11:51.9,1/1/1967 0:00,-111.93,33.42,"{""type"":""Point"",""coordinates"":[-111.93,33.42]}"
Laurie L. Watson,Whiteman DeanÕs Distinguished Professor,1,Arizona State University,1994,http://ppfp.ucop.edu/info/,33.42,-111.93,165,56:02.8,11:51.9,1/1/1967 0:00,-111.93,33.42,"{""type"":""Point"",""coordinates"":[-111.93,33.42]}"
Gloria Cuadraz,Associate Professor,1,Arizona State University West,1992,http://ppfp.ucop.edu/info/,33.42,-111.93,166,56:02.8,11:51.9,1/1/1967 0:00,-111.93,33.42,"{""type"":""Point"",""coordinates"":[-111.93,33.42]}"
Mary Reid,Professor,1,Northern Arizona University,1986,http://ppfp.ucop.edu/info/,35.19,-111.65,167,56:02.8,11:51.9,1/1/1967 0:00,-111.65,35.19,"{""type"":""Point"",""coordinates"":[-111.65,35.19]}"
Ricardo Guthrie,Assistant Profeessor,1,Northern Arizona University,2008,http://ppfp.ucop.edu/info/,35.19,-111.65,168,56:02.8,11:51.9,1/1/1967 0:00,-111.65,35.19,"{""type"":""Point"",""coordinates"":[-111.65,35.19]}"
Alfonso H. Lara,Professor,1,University of Mexico,1994,http://ppfp.ucop.edu/info/,35.09,-106.62,169,56:02.8,11:51.9,1/1/1967 0:00,-106.62,35.09,"{""type"":""Point"",""coordinates"":[-106.62,35.09]}"
Terefe G. Habteyes,Assistant Professor,1,University of New Mexico,2009,http://ppfp.ucop.edu/info/,35.09,-106.62,170,56:02.8,11:51.9,1/1/1967 0:00,-106.62,35.09,"{""type"":""Point"",""coordinates"":[-106.62,35.09]}"
Jacqueline L. Kiplinger,Lead Scientist,1,LANL,1996,http://ppfp.ucop.edu/info/,35.89,-106.31,171,56:02.8,11:51.9,1/1/1967 0:00,-106.31,35.89,"{""type"":""Point"",""coordinates"":[-106.31,35.89]}"
Mary Neu,Associate Director,1,Los Alamos National Laboratory,1993,http://ppfp.ucop.edu/info/,35.89,-106.31,172,56:02.8,11:51.9,1/1/1967 0:00,-106.31,35.89,"{""type"":""Point"",""coordinates"":[-106.31,35.89]}"
Isabela Seong-Leong Quintana,Assistant Professor,1,New Mexico State University,2010,http://ppfp.ucop.edu/info/,32.29,-106.73,173,56:02.8,11:51.9,1/1/1967 0:00,-106.73,32.29,"{""type"":""Point"",""coordinates"":[-106.73,32.29]}"
Andres Aguilar,Assistant Professor,1,CSU Los Angeles,2003,http://ppfp.ucop.edu/info/,34.1,-118.16,174,56:02.8,11:51.9,1/1/1967 0:00,-118.16,34.1,"{""type"":""Point"",""coordinates"":[-118.16,34.1]}"
Michael Soldatenko-Gutierrez,Professor,1,CSU Los Angeles,1989,http://ppfp.ucop.edu/info/,34.1,-118.16,175,56:02.8,11:51.9,1/1/1967 0:00,-118.16,34.1,"{""type"":""Point"",""coordinates"":[-118.16,34.1]}"
Jennifer Lisa Vest,Mixed Race Artist,1,Author and Lecturer,2000,http://ppfp.ucop.edu/info/,34.02,-118.12,176,56:02.8,11:51.9,1/1/1967 0:00,-118.12,34.02,"{""type"":""Point"",""coordinates"":[-118.12,34.02]}"
Raul Villa,Professor,1,Occidental College,1995,http://ppfp.ucop.edu/info/,34.15,-118.18,177,56:02.8,11:51.9,1/1/1967 0:00,-118.18,34.15,"{""type"":""Point"",""coordinates"":[-118.18,34.15]}"
D. Keith Naylor,Professor,1,Occidental College,1987,http://ppfp.ucop.edu/info/,34.15,-118.18,178,56:02.8,11:51.9,1/1/1967 0:00,-118.18,34.15,"{""type"":""Point"",""coordinates"":[-118.18,34.15]}"
Juan Daniel Mah y Busch,Associate Professor,1,Loyola Marymount University,2002,http://ppfp.ucop.edu/info/,33.98,-118.36,179,56:02.8,11:51.9,1/1/1967 0:00,-118.36,33.98,"{""type"":""Point"",""coordinates"":[-118.36,33.98]}"
Marne L. Campbell,Assistant Professor,1,Loyola Marymount University,2008,http://ppfp.ucop.edu/info/,33.98,-118.36,180,56:02.8,11:51.9,1/1/1967 0:00,-118.36,33.98,"{""type"":""Point"",""coordinates"":[-118.36,33.98]}"
Rhacel Salazar Parrenas,Professor,1,University of Southern California,1998,http://ppfp.ucop.edu/info/,34.06,-118.2,181,56:02.8,11:51.9,1/1/1967 0:00,-118.2,34.06,"{""type"":""Point"",""coordinates"":[-118.2,34.06]}"
Karen Leigh Tongson,Associate Professor,1,University of Southern California,2003,http://ppfp.ucop.edu/info/,34.06,-118.2,182,56:02.8,11:51.9,1/1/1967 0:00,-118.2,34.06,"{""type"":""Point"",""coordinates"":[-118.2,34.06]}"
Althea Scott Nixon,Visiting Assistant Professor,1,University of Southern California,2008,http://ppfp.ucop.edu/info/,34.06,-118.2,183,56:02.8,11:51.9,1/1/1967 0:00,-118.2,34.06,"{""type"":""Point"",""coordinates"":[-118.2,34.06]}"
Frank Corsetti,Professor,1,University of Southern California,1999,http://ppfp.ucop.edu/info/,34.06,-118.2,184,56:02.8,11:51.9,1/1/1967 0:00,-118.2,34.06,"{""type"":""Point"",""coordinates"":[-118.2,34.06]}"
Jia Grace Lu,Associate Professor,1,USC,1997,http://ppfp.ucop.edu/info/,34.06,-118.2,185,56:02.8,11:51.9,1/1/1967 0:00,-118.2,34.06,"{""type"":""Point"",""coordinates"":[-118.2,34.06]}"
Julia Marie Coates,Tribal Council At-Large,1, UC Los Angeles,2004,http://ppfp.ucop.edu/info/,34.08,-118.44,186,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Grace Kyungwon Hong,Associate Professor,1,UC Los Angeles,2001,http://ppfp.ucop.edu/info/,34.08,-118.44,187,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Maylei Sugunya Blackwell,Associate Professor,1,UC Los Angeles,2000,http://ppfp.ucop.edu/info/,34.08,-118.44,188,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Lisa V. Smith,Assistant Adjunct Professor,1,UC Los Angeles,2000,http://ppfp.ucop.edu/info/,34.08,-118.44,189,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Caroline A. Streeter,Associate Professor,1,UC Los Angeles,2000,http://ppfp.ucop.edu/info/,34.08,-118.44,190,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Rolaine C. Young Owl,Postdoctoral  Researcher,1,UC Los Angeles,2000,http://ppfp.ucop.edu/info/,34.08,-118.44,191,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Kathleen """Kelly""" Lytle Hernandez,Associate Professor,1,UC Los Angeles,2002,http://ppfp.ucop.edu/info/,34.08,-118.44,192,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Evelyn Blumenberg,Professor,1,UC Los Angeles,1995,http://ppfp.ucop.edu/info/,34.08,-118.44,193,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Keng-Fong Pang,Visiting Scholar,1,UC Los Angeles,1998,http://ppfp.ucop.edu/info/,34.08,-118.44,194,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Maria Cristina Pons,Associate Professor,1,UC Los Angeles,1995,http://ppfp.ucop.edu/info/,34.08,-118.44,195,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Michael Stoll,Professor,1,UC Los Angeles,1995,http://ppfp.ucop.edu/info/,34.08,-118.44,196,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Adrian Casillas,Professor,1,UC Los Angeles,1992,http://ppfp.ucop.edu/info/,34.08,-118.44,197,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Abel Valenzuela,Professor,1,UC Los Angeles,1992,http://ppfp.ucop.edu/info/,34.08,-118.44,198,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Mishuana Goeman,Assistant Professor,1,UC Los Angeles,2003,http://ppfp.ucop.edu/info/,34.08,-118.44,199,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Karen Veronica Holliday,deceased,1,UC Los Angeles,2003,http://ppfp.ucop.edu/info/,34.08,-118.44,200,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Robert Chao Romero,Associate Professor,1,UC Los Angeles,2003,http://ppfp.ucop.edu/info/,34.08,-118.44,201,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Aisha K. Finch,Assistant Professor,1,UC Los Angeles,2007,http://ppfp.ucop.edu/info/,34.08,-118.44,202,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Karina Oliva Alvarado,Lecturer,1,UC Los Angeles,2007,http://ppfp.ucop.edu/info/,34.08,-118.44,203,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Juan Luis Sanchez,Assistant Professor,1,UC Los Angeles,2007,http://ppfp.ucop.edu/info/,34.08,-118.44,204,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
David G. Garcia,Assistant Professor,1,UC Los Angeles,2008,http://ppfp.ucop.edu/info/,34.08,-118.44,205,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Leisy Janet Abrego,Assistant Professor,1,UC Los Angeles,2008,http://ppfp.ucop.edu/info/,34.08,-118.44,206,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Ofelia Ortiz Cuevas,Postdoctoral Scholar/Lecturer,1,UC Los Angeles,2008,http://ppfp.ucop.edu/info/,34.08,-118.44,207,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Lauren Duquette-Rury,Assistant Professor,1,UC Los Angeles,2011,http://ppfp.ucop.edu/info/,34.08,-118.44,208,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Jackelyn Ann Alva,Associate Project Scientist,1,UCLA,2008,http://ppfp.ucop.edu/info/,34.08,-118.44,209,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Michelle Erai,Assistant Professor,1,UCLA,2008,http://ppfp.ucop.edu/info/,34.08,-118.44,210,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Daniela Cusack,Assistant Professor,1,UCLA,2009,http://ppfp.ucop.edu/info/,34.08,-118.44,211,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Jorge Mancillas,Professor,1,UCLA School of Medicine,1985,http://ppfp.ucop.edu/info/,34.08,-118.44,212,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Katherine Coffing,Lecturer,1,"University of California, Los Angeles",1999,http://ppfp.ucop.edu/info/,34.08,-118.44,213,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Dorota Dabrowska,Professor,1,"University of California, Los Angeles",1986,http://ppfp.ucop.edu/info/,34.08,-118.44,214,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Sylvia Hurtado,Professor,1,"University of California, Los Angeles",1990,http://ppfp.ucop.edu/info/,34.08,-118.44,215,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Lucy Mae San Pablo Burns,Associate Professor,1,"University of California, Los Angeles",2003,http://ppfp.ucop.edu/info/,34.08,-118.44,216,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Delroy A. Baugh,Associate Professor,1,"University of California, Los Angeles",1988,http://ppfp.ucop.edu/info/,34.08,-118.44,217,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.08,"{""type"":""Point"",""coordinates"":[-118.44,34.08]}"
Lisa M. Borland,Co-Portfolio Manager,1,T2AM,1995,http://ppfp.ucop.edu/info/,34.15,-118.55,218,56:02.8,11:51.9,1/1/1967 0:00,-118.55,34.15,"{""type"":""Point"",""coordinates"":[-118.55,34.15]}"
Sheila Lee Fennoy,Adjunct Professor,1,Santa Monica College,1993,http://ppfp.ucop.edu/info/,34.03,-118.44,219,56:02.8,11:51.9,1/1/1967 0:00,-118.44,34.03,"{""type"":""Point"",""coordinates"":[-118.44,34.03]}"
Vu Hong Pham,Founder and Head,1,Spectrum Knowledge,2002,http://ppfp.ucop.edu/info/,33.89,-118.03,220,56:02.8,11:51.9,1/1/1967 0:00,-118.03,33.89,"{""type"":""Point"",""coordinates"":[-118.03,33.89]}"
Roderick Anthony Hernandez,Assistant Professor,1,"California State University, Dominguez Hills",2001,http://ppfp.ucop.edu/info/,33.87,-118.25,221,56:02.8,11:51.9,1/1/1967 0:00,-118.25,33.87,"{""type"":""Point"",""coordinates"":[-118.25,33.87]}"
Hernan Martinez,Professor,1,CSU Dominguez Hills,1992,http://ppfp.ucop.edu/info/,33.87,-118.25,222,56:02.8,11:51.9,1/1/1967 0:00,-118.25,33.87,"{""type"":""Point"",""coordinates"":[-118.25,33.87]}"
Waddell Herron,"Associate Director, Analytic Studies",1,CSU Office of the Chancellor,1989,http://ppfp.ucop.edu/info/,33.78,-118.17,223,56:02.8,11:51.9,1/1/1967 0:00,-118.17,33.78,"{""type"":""Point"",""coordinates"":[-118.17,33.78]}"
Erylene Piper-Mandy,Adjunct Professor,1,CSU Long Beach,1991,http://ppfp.ucop.edu/info/,33.79,-118.11,224,56:02.8,11:51.9,1/1/1967 0:00,-118.11,33.79,"{""type"":""Point"",""coordinates"":[-118.11,33.79]}"
Eric Warren Wong,Staff Researcher,1,Caltech,2000,http://ppfp.ucop.edu/info/,34.14,-118.12,225,56:02.8,11:51.9,1/1/1967 0:00,-118.12,34.14,"{""type"":""Point"",""coordinates"":[-118.12,34.14]}"
Lisa J. Storrie-Lombardi,Research Manager,1,"Spitzer Science Center, CalTech",1994,http://ppfp.ucop.edu/info/,34.14,-118.12,226,56:02.8,11:51.9,1/1/1967 0:00,-118.12,34.14,"{""type"":""Point"",""coordinates"":[-118.12,34.14]}"
